Orthogroup,Mean_dN,Mean_dS,Mean_Omega,Ct_LMG19424.IS.tmp.45428,Pp_PsJN.IS.tmp.45708,Rs_068_2.IS.tmp.45974,Rs_071-2.IS.tmp.46234,Rs_077-080_1.IS.tmp.46490,Rs_095-3.IS.tmp.46746,Rs_102-3.IS.tmp.47027,Rs_115-4.IS.tmp.47283,Rs_144-1.IS.tmp.47548,Rs_AHR56.IS.tmp.47805,Rs_Bs715.IS.tmp.48082,Rs_CFBP2957.IS.tmp.48339,Rs_CIAT_078.IS.tmp.48596,Rs_FJAT1458F1.IS.tmp.48854,Rs_FJAT1458F50.IS.tmp.49132,Rs_FJAT1463F1.IS.tmp.49397,Rs_FJAT1463F50.IS.tmp.49711,Rs_FJAT15249F1.IS.tmp.49968,Rs_FJAT15249F50.IS.tmp.50225,Rs_FJAT15252F1.IS.tmp.50481,Rs_FJAT15252F50.IS.tmp.50741,Rs_FJAT448F1.IS.tmp.50998,Rs_FJAT448F50.IS.tmp.51254,Rs_FJAT454F1.IS.tmp.51509,Rs_IBSBF.IS.tmp.52041,Rs_IBSBF1503.IS.tmp.51785,Rs_KACC.IS.tmp.52297,Rs_MolK2.IS.tmp.52573,Rs_NCSU_Rs32.IS.tmp.52829,Rs_NCSU_Rs45488.IS.tmp.53085,Rs_NCSU_RsMR-FL01.IS.tmp.53341,Rs_P597.IS.tmp.53597,Rs_P673.IS.tmp.53853,Rs_Po82.IS.tmp.54132,Rs_RS_v1.IS.tmp.54648,Rs_RS_v2.IS.tmp.54904,Rs_Rs5.IS.tmp.54388,Rs_SL2064.IS.tmp.55181,Rs_SL2312.IS.tmp.55447,Rs_SL3175.IS.tmp.55703,Rs_T101.IS.tmp.55958,Rs_T11.IS.tmp.56236,Rs_T12.IS.tmp.56492,Rs_T51.IS.tmp.56748,Rs_T60.IS.tmp.57003,Rs_T78.IS.tmp.57259,Rs_T82.IS.tmp.57514,Rs_T95.IS.tmp.57770,Rs_T98.IS.tmp.58026,Rs_UW163.IS.tmp.58287,Rs_UY031.IS.tmp.58564,Rs_Wj644.IS.tmp.58819
OG0005021,0.0736585288622906,0.0340543364681295,2.8041666666666667,,,,,,,,,,,,3127,,,,,,,,,,,,,,,,2456,,,,"1974, 3318, 563",,,,,,,,,,,,,,,,,,,,
OG0005022,0.0723404255319148,0.0489361702127659,1.915,,,,,,,,,,,,3982,,,,,,,,,,,,,,,,,4468,4646,,3669,,,,,3522,,,,,,,,,,,,,,,
OG0005023,0.0753086419753086,0.0271604938271604,3.4166666666666665,,,,,,,,,,,,,48,,,,,,,,,,,,,,,802,,,,,,,1063,1064,,,,,,,,,,,,,,,1063,
OG0005024,0.0894396551724138,0.0344827586206896,3.34375,,,,,,,,,,,,,,1861,,,,1862,,,1860,1808,1814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005025,0.0569036845507433,0.0452876535229476,1.3541666666666663,,,,,,,,,,,,,,,,,,,,,,,,,,182,,,,,,,2588,,1121,1120,,,,,,,,,,,,,,,1120,
OG0005026,0.0810795582600856,0.0359026369168357,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3896,,1345,,,,,4095,,,,,,,3958,,,,,,,,,3957,,,
OG0005027,0.0717391017037635,0.0393431443109374,1.9672510822510825,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,8,,,,8,,8,,,,8,,,,
OG0005028,0.0838282818451733,0.0252396145694324,3.988194444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,185,,,,,,,,,,,185,,,,,,,255,,,185,,,,3490
OG0005029,0.0732323232323232,0.0606060606060606,1.9055555555555557,,,,,,,,,,,,,,,,,,,,,,,,,,,294,,,,,,,,,,,295,,,,226,,225,,,,294,,,,
OG0005030,0.089330027343507,0.0310583046947272,4.552900432900433,,,,,,,,,,,,,,,,,,,,,,,,,,,880,,,,,,,,,,,883,,,,841,,837,,,,881,,,,
OG0005031,0.0813953488372093,0.0267441860465116,3.4333333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,887,,,,,,,,,,,890,,,,848,,844,,,,888,,,,
OG0005032,0.0910717944535787,0.0257019711692936,4.338914141414142,,,,,,,,,,,,,,,,,,,,,,,,,,,889,,,,,,,,,,,892,,,,850,,846,,,,890,,,,
OG0005033,0.0795454545454545,0.0314049586776859,2.936237373737374,,,,,,,,,,,,,,,,,,,,,,,,,,,991,,,,,,,,,,,994,,,,952,,948,,,,992,,,,
OG0005034,0.0687651006711409,0.0442684563758389,1.6695238095238096,,,,,,,,,,,,,,,,,,,,,,,,,,,1027,,,,,,,,,,,1030,,,,988,,984,,,,1028,,,,
OG0005035,0.0829780599815144,0.0416451758310277,2.543030988619224,,,,,,,,,,,,,,,,,,,,,,,,,,,1028,,,,,,,,,,,1031,,,,989,,985,,,,1029,,,,
OG0005036,0.0843731431966726,0.0293828347364368,3.864069264069264,,,,,,,,,,,,,,,,,,,,,,,,,,,1031,,,,,,,,,,,1034,,,,992,,988,,,,1032,,,,
OG0005037,0.0831886135498913,0.0335034091867492,2.657919164169164,,,,,,,,,,,,,,,,,,,,,,,,,,,1032,,,,,,,,,,,1035,,,,993,,989,,,,1033,,,,
OG0005038,0.0735559919757964,0.0318411711168734,2.673647186147186,,,,,,,,,,,,,,,,,,,,,,,,,,,1046,,,,,,,,,,,1049,,,,1007,,1003,,,,1047,,,,
OG0005039,0.0668500148443486,0.031661032183237,2.313961038961039,,,,,,,,,,,,,,,,,,,,,,,,,,,1048,,,,,,,,,,,1051,,,,1009,,1005,,,,1049,,,,
OG0005040,0.0760824734245381,0.0473708580411199,1.9916666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,1049,,,,,,,,,,,1052,,,,1010,,1006,,,,1050,,,,
OG0005041,0.0428571428571428,0.0642857142857142,0.8166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,,,,,,,,,,,1053,,,,1011,,1007,,,,1051,,,,
OG0005042,0.0759930910753671,0.0314173427371758,3.264205365341729,,,,,,,,,,,,,,,,,,,,,,,,,,,1051,,,,,,,,,,,1054,,,,1012,,1008,,,,1052,,,,
OG0005043,0.088300395256917,0.0379973649538867,3.387445887445887,,,,,,,,,,,,,,,,,,,,,,,,,,,1055,,,,,,,,,,,1058,,,,1016,,1012,,,,1056,,,,
OG0005044,0.084070796460177,0.0337892196299276,2.653787878787879,,,,,,,,,,,,,,,,,,,,,,,,,,,1056,,,,,,,,,,,1059,,,,1017,,1013,,,,1057,,,,
OG0005045,0.0831325301204819,0.0373493975903614,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,1063,,,,,,,,,,,1066,,,,1024,,1020,,,,1064,,,,
OG0005046,0.0890625,0.046875,2.15625,,,,,,,,,,,,,,,,,,,,,,,,,,,1067,,,,,,,,,,,1070,,,,1028,,1024,,,,1068,,,,
OG0005047,0.0792313377679231,0.0305543237250554,3.541666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,1221,,,,,,,,,,,1233,,,,1179,,1178,,,,1222,,,,
OG0005048,0.0813086419753086,0.0424691358024691,2.7608333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,1222,,,,,,,,,,,1234,,,,1180,,1179,,,,1223,,,,
OG0005049,0.0764899804459928,0.0324561232437979,2.605322455322455,,,,,,,,,,,,,,,,,,,,,,,,,,,1498,,,,,,,,,,,1509,,,,1456,,1453,,,,1497,,,,
OG0005050,0.0778373707265137,0.0344335636529991,2.833603896103896,,,,,,,,,,,,,,,,,,,,,,,,,,,1499,,,,,,,,,,,1510,,,,1457,,1454,,,,1498,,,,
OG0005051,0.0898794570599251,0.0326672527392599,3.3484848484848486,,,,,,,,,,,,,,,,,,,,,,,,,,,1563,,,,,,,,,,,1574,,,,1521,,1518,,,,1562,,,,
OG0005052,0.0574913592154971,0.0536532433084157,1.2073593073593074,,,,,,,,,,,,,,,,,,,,,,,,,,,1578,,,,,,,,,,,1589,,,,1536,,1533,,,,1577,,,,
OG0005053,0.0793672318938028,0.0382173402870773,2.1920454545454544,,,,,,,,,,,,,,,,,,,,,,,,,,,1586,,,,,,,,,,,1597,,,,1544,,1541,,,,1585,,,,
OG0005054,0.0625,0.0286458333333333,2.680555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,1653,,,,,,,,,,,1664,,,,1611,,1608,,,,1652,,,,
OG0005055,0.0795501860382707,0.0387092487597448,2.645833333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,1742,,,,,,,,,,,1753,,,,1700,,1700,,,,1741,,,,
OG0005056,0.0614516474367612,0.0432407451135733,1.6451048951048952,,,,,,,,,,,,,,,,,,,,,,,,,,,1746,,,,,,,,,,,1757,,,,1704,,1704,,,,1745,,,,
OG0005057,0.0875946969696969,0.0303030303030303,4.734090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,1808,,,,,,,,,,,1819,,,,1766,,1766,,,,1807,,,,
OG0005058,0.0780141843971631,0.0212765957446808,3.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,2216,,,,,,,,,,,2227,,,,2175,,2175,,,,2216,,,,
OG0005059,0.0562403697996918,0.0416024653312788,1.5795454545454546,,,,,,,,,,,,,,,,,,,,,,,,,,,2217,,,,,,,,,,,2228,,,,2176,,2176,,,,2217,,,,
OG0005060,0.073481105343737,0.034169217663416,2.598063973063973,,,,,,,,,,,,,,,,,,,,,,,,,,,3034,,,,,,,,,,,3044,,,,3015,,2970,,,,3033,,,,
OG0005061,0.0828748150115736,0.0269324175615679,3.159090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,3072,,,,,,,,,,,3082,,,,3053,,3008,,,,3071,,,,
OG0005062,0.0912555511993331,0.0379166844427531,2.510732323232323,,,,,,,,,,,,,,,,,,,,,,,,,,,3073,,,,,,,,,,,3083,,,,3054,,3009,,,,3072,,,,
OG0005063,0.0853544776119402,0.0373134328358208,2.2992424242424243,,,,,,,,,,,,,,,,,,,,,,,,,,,3074,,,,,,,,,,,3084,,,,3055,,3010,,,,3073,,,,
OG0005064,0.0984126984126984,0.0285714285714285,3.4444444444444446,,,,,,,,,,,,,,,,,,,,,,,,,,,3075,,,,,,,,,,,3085,,,,3056,,3011,,,,3074,,,,
OG0005065,0.070503300330033,0.0244695898161244,2.9770833333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,3076,,,,,,,,,,,3086,,,,3057,,3012,,,,3075,,,,
OG0005066,0.073559553706901,0.0251258492723725,3.486111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,3077,,,,,,,,,,,3087,,,,3058,,3013,,,,3076,,,,
OG0005067,0.0625,0.0190217391304347,4.229166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,3299,,,,,,,,,,,3309,,,,3280,,3235,,,,3298,,,,
OG0005068,0.0796442687747035,0.0367588932806324,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,3303,,,,,,,,,,,3313,,,,3284,,3239,,,,3302,,,,
OG0005069,0.0709164219426597,0.0325976651833613,2.3041666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,3308,,,,,,,,,,,3318,,,,3289,,3244,,,,3307,,,,
OG0005070,0.0588235294117647,0.0245098039215686,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,3313,,,,,,,,,,,3323,,,,3294,,3249,,,,3312,,,,
OG0005071,0.0881560528470321,0.0265103922932312,5.1038461538461535,,,,,,,,,,,,,,,,,,,,,,,,,,,3326,,,,,,,,,,,3336,,,,3307,,3262,,,,3325,,,,
OG0005072,0.0927750410509031,0.0164203612479474,5.785714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,3352,,,,,,,,,,,3362,,,,3333,,3289,,,,3351,,,,
OG0005073,0.0887755102040816,0.0265306122448979,3.738095238095238,,,,,,,,,,,,,,,,,,,,,,,,,,,3355,,,,,,,,,,,3366,,,,3337,,3292,,,,3354,,,,
OG0005074,0.0741321762349799,0.0258344459279038,3.228125,,,,,,,,,,,,,,,,,,,,,,,,,,,3567,,,,,,,,,,,3579,,,,3550,,3508,,,,3567,,,,
OG0005075,0.0936402702923403,0.0270904785235995,4.001388888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,3659,,,,,,,,,,,3672,,,,3642,,3600,,,,3659,,,,
OG0005076,0.0817073170731707,0.0341463414634146,3.383333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,3690,,,,,,,,,,,3703,,,,3673,,3631,,,,3690,,,,
OG0005077,0.0935897435897435,0.0384615384615384,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,3742,,,,,,,,,,,3755,,,,3725,,3683,,,,3742,,,,
OG0005078,0.0742331093928254,0.0380910128026365,2.241156462585034,,,,,,,,,,,,,,,,,,,,,,,,,,,3985,,,,,,,,,,,3998,,,,3969,,3927,,,,3985,,,,
OG0005079,0.092469545957918,0.0287929125138427,3.6438775510204087,,,,,,,,,,,,,,,,,,,,,,,,,,,4139,,,,,,,,,,,4151,,,,4124,,4081,,,,4139,,,,
OG0005080,0.0765076507650765,0.0621062106210621,1.8684048274957368,,,,,,,,,,,,,,,,,,,,,,,,,,,4145,,,,,,,,,,,4157,,,,4130,,4087,,,,4145,,,,
OG0005081,0.0741279069767441,0.0406976744186046,2.3541666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,4227,,,,,,,,,,,4239,,,,4213,,4169,,,,4227,,,,
OG0005082,0.078735632183908,0.0333333333333333,2.566666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,4325,,,,,,,,,,,4337,,,,4312,,4267,,,,4325,,,,
OG0005083,0.0730407908242959,0.0319085553621636,4.203463203463204,,,,,,,,,,,,,,,,,,,,,,,,,,,4567,,,,,,,,,,,4577,,,,4554,,4509,,,,4568,,,,
OG0005084,0.0762800417972831,0.0553814002089864,2.072077922077922,,,,,,,,,,,,,,,,,,,,,,,,,,,4618,,,,,,,,,,,4627,,,,4606,,4560,,,,4618,,,,
OG0005085,0.0533769063180827,0.0457516339869281,1.2962962962962965,,,,,,,,,,,,,,,,,,,,,,,,,,,,2512,2731,,,,,,126,125,,,,,,,,,,,,,,,126,
OG0005086,0.0802712156054089,0.0263910552982856,3.4174242424242425,,,,,,,,,,,,,,,,,,,,,,,,,,,,3317,929,,,,,,2111,2106,,,,,,,,,,,,,,,2110,
OG0005087,0.0680870148110316,0.0473051204933227,2.13939393939394,,,,,,,,,,,,,,,,,,,,,,,,,,,,3318,930,,,,,,2110,2105,,,,,,,,,,,,,,,2109,
OG0005088,0.0806763285024154,0.0258722490606548,3.611111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,3319,931,,,,,,2109,2104,,,,,,,,,,,,,,,2108,
OG0005089,0.0757017891300069,0.0284951841617329,2.7875,,,,,,,,,,,,,,,,,,,,,,,,,,,,4823,,,,,,,,,,,2115,,2114,,2145,,,,2110,,,,,
OG0005090,0.0777104097452934,0.0308084163898117,2.715119047619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238,,,,,,,,,,3506,,3506,,3581,,,,3496,,,,,
OG0005091,0.0730121488829562,0.0360025635338515,2.508452380952381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850,,,,,,,,,,185,,184,,189,,,,185,,,,,
OG0005092,0.0767632821450093,0.0319354219229062,2.924166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,,,,,,,,,3505,,3505,,3580,,,,3495,,,,,
OG0005093,0.0697635135135135,0.0283476658476658,2.640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1381,,,,,,,,,2968,,2964,,3019,,,,2957,,,,,
OG0005094,0.0794963019014222,0.0354111783457378,2.761458333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2755,,,,,,,695,,698,,706,,,,695,,,,,
OG0005095,0.0766702586206896,0.0417025862068965,2.423838383838384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049,,,,,,1425,,1431,,1454,,,,1429,,,,,
OG0005096,0.06750869271848,0.0332459809217037,2.4472222222222224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,,,,,,1424,,1430,,1453,,,,1428,,,,,
OG0005097,0.0696669729418503,0.0407852808577445,1.9136507936507936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051,,,,,,1423,,1429,,1452,,,,1427,,,,,
OG0005098,0.0805028305028305,0.0281845931845931,3.069126984126984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2052,,,,,,1422,,1428,,1451,,,,1426,,,,,
OG0005099,0.0787859567114056,0.0450437963718939,2.69891975308642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2054,,,,,,1419,,1424,,1448,,,,1423,,,,,
OG0005100,0.0762143544928742,0.0328363835426191,2.4255555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2055,,,,,,1418,,1423,,1447,,,,1422,,,,,
OG0005101,0.0769126270276061,0.034624733867578,3.153395061728395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2056,,,,,,1417,,1422,,1446,,,,1421,,,,,
OG0005102,0.0694323784014595,0.0331050813244827,2.4102772227772227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2057,,,,,,1416,,1421,,1445,,,,1420,,,,,
OG0005103,0.060759493670886,0.0367088607594936,2.091666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2058,,,,,,1415,,1420,,1444,,,,1419,,,,,
OG0005104,0.0667948797406491,0.0352873447554205,2.3492979242979244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060,,,,,,1413,,1418,,1442,,,,1417,,,,,
OG0005105,0.0830313147182746,0.0260747696922088,3.342857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2061,,,,,,1412,,1417,,1441,,,,1416,,,,,
OG0005106,0.0493945039590125,0.0387517466231951,1.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2062,,,,,,1411,,1416,,1440,,,,1415,,,,,
OG0005107,0.0610962742436846,0.040387898953636,1.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2063,,,,,,1410,,1415,,1439,,,,1414,,,,,
OG0005108,0.0550847457627118,0.0310734463276836,2.260416666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2064,,,,,,1409,,1414,,1438,,,,1413,,,,,
OG0005109,0.0514995674324714,0.0538786888397577,0.9666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2065,,,,,,1408,,1413,,1437,,,,1412,,,,,
OG0005110,0.0530083655083655,0.034073359073359,1.5416666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2066,,,,,,1407,,1412,,1436,,,,1411,,,,,
OG0005111,0.0747126436781609,0.0344827586206896,3.5000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2067,,,,,,1406,,1411,,1435,,,,1410,,,,,
OG0005112,0.0878136200716845,0.0412186379928315,2.2063492063492065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2068,,,,,,1405,,1410,,1434,,,,1409,,,,,
OG0005113,0.0553691275167785,0.0167785234899328,3.416666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2070,,,,,,1403,,1408,,1432,,,,1407,,,,,
OG0005114,0.0551750380517503,0.0445628276678504,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2073,,,,,,1400,,1405,,1428,,,,1404,,,,,
OG0005115,0.0679833813031328,0.0263331391735344,2.764880952380953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2074,,,,,,1399,,1404,,1427,,,,1403,,,,,
OG0005116,0.079399723784157,0.0249087501233106,5.658333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2593,,1117,1115,,,,,,,,,1184,,,,,,1116,
OG0005117,0.0742115027829313,0.0278293135435992,2.726190476190476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3276,3272,,,,,,,,,,3270,,,,,3275,5105
OG0005118,0.0792833856556387,0.0552402801255735,1.490625,5486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2062, 2071, 3693",,,,,,,,,,,,,,,,
OG0005119,0.0810845635587984,0.0235655409508037,4.250617283950617,,"2035, 2697, 3199, 3803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005120,0.0833333333333333,0.0505050505050505,2.030555555555556,,"4174, 5647, 5931, 6592",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005121,0.0692415223665223,0.0335046897546897,2.59375,4729,"2369, 5082, 5280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005122,0.0715070324999403,0.0410487857296368,3.201058201058201,157,"1405, 5037, 6140",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005123,0.0865864155337839,0.0246145667198298,4.191666666666666,,"1974, 5033, 6100, 6858",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005124,0.0783234126984127,0.0288690476190476,3.3307291666666665,,"1106, 1535, 4793, 4801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005125,0.0776014109347442,0.0282186948853615,3.3796296296296298,5061,4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,,,,,,,,,127,,,
OG0005126,0.0670585541909071,0.0416083099906629,2.1279761904761907,3866,"3454, 5059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1657,,,,,,,,
OG0005127,0.0859969558599695,0.0365296803652968,3.3194444444444446,3255,5873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3334, 5036",,,,,,,,,,,,,,,,,,,,
OG0005128,0.0664297198950664,0.051088625346051,1.659325396825397,3256,5872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3333, 5037",,,,,,,,,,,,,,,,,,,,
OG0005129,0.0778339575530586,0.0280524344569288,3.2648148148148146,,"234, 6421, 7255",,,,,,,,,,,,,,,,,,,,,,,,3177,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005130,0.0742821473158551,0.0299625468164794,3.849537037037037,405,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4065,,,,,,,,,4064,,,
OG0005131,0.0816590508285031,0.0249374319859848,3.698172198172199,"407, 4878, 656",3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005132,0.0826271186440678,0.0699152542372881,1.46875,"2580, 411, 4448, 670",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005133,0.0538971807628524,0.0497512437810945,1.3444444444444443,"3143, 572","3722, 900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005134,0.0582816384070656,0.0434610894685616,1.7067728567728566,596,"2758, 434, 928",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005135,0.0707224391981821,0.0294662560142614,3.1290123456790124,"1346, 4487, 663",3652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005136,0.0724745215579041,0.0426172709535611,1.9883597883597883,804,,,,,,,,,,2881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,,,,,,,,3091
OG0005137,0.0747521548662271,0.0434702939427354,1.7919753086419752,"1036, 5438, 5440",,,,,,,,,,,,,,,,,,,,,,,,,,,4783,,,,,,,,,,,,,,,,,,,,,,,,
OG0005138,0.0738743534958472,0.0268410746579999,2.9722222222222223,"1472, 1473, 3897, 3901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005139,0.0858460514710514,0.0344047281547281,2.631374007936508,1508,"2326, 5795, 6278",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005140,0.0851851851851851,0.0419753086419753,2.361111111111111,1562,"6124, 6128, 7087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005141,0.0672391141141141,0.0541478978978979,2.2782738095238098,"1700, 3765, 5251",5380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005142,0.0948509485094851,0.046070460704607,2.7648148148148146,"1719, 3525, 3744, 4599",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005143,0.081077725882255,0.0347761161737852,2.6455494505494506,"1729, 4349","4290, 6506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005144,0.0778846153846153,0.0336538461538461,3.251190476190476,1945,"1204, 3724, 4558",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005145,0.0746527777777777,0.0329861111111111,3.197222222222222,"2082, 3133","2082, 838",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005146,0.0773598172925407,0.0377171605475407,2.3642857142857143,"2583, 4343","3676, 6500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005147,0.0804123711340206,0.0360824742268041,3.85,"2597, 5269",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3565,,,,,,,,,3564,,,
OG0005148,0.0848906464577723,0.0317092731338215,3.1091770729270727,2721,"2165, 7074, 77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005149,0.0736437332811378,0.0354097344555359,2.5458333333333334,"2916, 4996",,,,,,,,,,,1435,,,,,,,,,,,,,,,,,,,,483,,,,,,,,,,,,,,,,,,,,
OG0005150,0.0811526268194803,0.0285497977277002,3.251289682539683,"3101, 3955","101, 4893",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005151,0.0809280689882569,0.0236989553696477,4.185416666666667,"3166, 3867","180, 4051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005152,0.0834888624718712,0.0318528780274822,2.702855477855478,3252,"2193, 2255, 7188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005153,0.0766509433962264,0.035377358490566,2.635416666666667,3357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2154,2149,,,,,,,,,,,,,,,2153,
OG0005154,0.0549242424242424,0.0378787878787878,1.5,"3458, 4673","4152, 4476",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005155,0.0886458684510192,0.0357121452370159,2.917051767676768,"3597, 3600, 4888",4431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005159,0.0625,0.0572916666666666,1.111111111111111,4118,"2236, 5749, 6890",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005160,0.0671641791044776,0.0597014925373134,1.125,4233,"278, 3218, 4479",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0005161,0.081799126196429,0.0325403439654519,2.5185185185185186,4333,"4149, 5430, 6849",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
