"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","BHKY","BuffGH_2022","EaSmR","ICMP5845","MDCuke_2022","PSU-1","SCR3"
"group_127","","IS481 family transposase ISSde2","2","2","1","4","11482","1","1557","","368","368","368","POCPNIHP_02693","JKPFCNPL_03099","","","","",""
"group_1270","","hypothetical protein","2","2","1","4","3030","6","70","","728","728","728","","","","","JIDLLDEG_01393","","MAOBNCNO_01392"
"group_12700","","IS3 family transposase ISKpn34","2","2","1","4","8617","1","6442","","824","824","824","POCPNIHP_04207","JKPFCNPL_04573","","","","",""
"group_12706","","IS4 family transposase IS1271","2","2","1","4","461","1","6427","","1322","1322","1322","POCPNIHP_04149","JKPFCNPL_04511","","","","",""
"group_12707","","IS4 family transposase IS1271","2","2","1","4","2057","1","8939","","1322","1322","1322","","","","","JIDLLDEG_03272","","MAOBNCNO_03182"
"group_12708","","IS4 family transposase IS1271","2","2","1","4","5355","1","2250","","1322","1322","1322","POCPNIHP_00208","JKPFCNPL_00213","","","","",""
"group_12709","","IS4 family transposase IS1271","2","2","1","4","4982","20","2","","1322","1322","1322","POCPNIHP_05204","JKPFCNPL_00377","","","","",""
"group_12710","","IS4 family transposase IS1271","2","2","1","4","137","1","7957","","1322","1322","1322","POCPNIHP_01753","JKPFCNPL_02061","","","","",""
"group_12711","","IS4 family transposase IS1271","2","2","1","4","11104","1","1428","","1322","1322","1322","POCPNIHP_02652","JKPFCNPL_03059","","","","",""
"group_12713","","IS4 family transposase IS1271","2","2","1","4","7958","3","112","","1322","1322","1322","POCPNIHP_02974","JKPFCNPL_03333","","","","",""
"group_12716","","IS4 family transposase IS1271","2","2","1","4","8422","1","8985","","1322","1322","1322","POCPNIHP_03127","JKPFCNPL_03487","","","","",""
"group_12717","","IS4 family transposase IS1271","2","2","1","4","8957","1","8441","","1322","1322","1322","POCPNIHP_03442","JKPFCNPL_03802","","","","",""
"group_12720","","IS4 family transposase IS1271","2","2","1","4","12418","1","4854","","1322","1322","1322","POCPNIHP_03772","JKPFCNPL_04129","","","","",""
"group_12721","","IS4 family transposase IS1271","2","2","1","4","7470","1","5300","","1322","1322","1322","POCPNIHP_04218","JKPFCNPL_04584","","","","",""
"group_12722","","IS4 family transposase IS1271","2","2","1","4","554","1","5848","","1322","1322","1322","POCPNIHP_04778","JKPFCNPL_05146","","","","",""
"group_12738","","hypothetical protein","2","2","1","4","1394","1","2085","","410","410","410","POCPNIHP_00260","","","","","EJNDHMEK_02883",""
"group_12742","","IS6 family transposase IS26","2","2","1","4","2139","1","176","","704","704","704","POCPNIHP_01629","JKPFCNPL_01935","","","","",""
"group_12744","","IS6 family transposase IS26","2","2","1","4","10299","1","4995","","704","704","704","POCPNIHP_03304","JKPFCNPL_03664","","","","",""
"group_12745","","IS6 family transposase IS26","2","2","1","4","5303","1","4373","","704","704","704","POCPNIHP_05333","JKPFCNPL_05417","","","","",""
"group_12746","","IS6 family transposase IS26","2","2","1","4","5329","1","4387","","704","704","704","POCPNIHP_05349","JKPFCNPL_05433","","","","",""
"group_12747","","IS6 family transposase IS26","2","2","1","4","5333","1","4398","","704","704","704","POCPNIHP_05356","JKPFCNPL_05440","","","","",""
"group_12748","xerD_4","Tyrosine recombinase XerD","2","2","1","4","11282","22","16","","497","497","497","","","","","JIDLLDEG_04591","","MAOBNCNO_04481"
"gpFI_3","","Putative prophage major tail sheath protein","2","2","1","4","11788","1","6056","","1181","1181","1181","POCPNIHP_02473","JKPFCNPL_02877","","","","",""
"group_12755","","IS256 family transposase ISEc39","2","2","1","4","10832","1","3714","","203","203","203","","","","","JIDLLDEG_04446","","MAOBNCNO_04343"
"group_12758","","hypothetical protein","2","2","1","4","300","1","5433","","335","335","335","POCPNIHP_05451","JKPFCNPL_05542","","","","",""
"group_12760","","hypothetical protein","2","2","1","4","1450","1","1109","","503","503","503","POCPNIHP_00430","JKPFCNPL_00726","","","","",""
"group_12761","","hypothetical protein","2","2","1","4","5211","1","2493","","503","503","503","POCPNIHP_05288","JKPFCNPL_05372","","","","",""
"group_12767","","hypothetical protein","2","2","1","4","12590","1","7011","","635","635","635","","","","","JIDLLDEG_03133","","MAOBNCNO_03049"
"group_12769","","hypothetical protein","2","2","1","4","2902","17","10","","608","608","608","POCPNIHP_03861","JKPFCNPL_04218","","","","",""
"group_12770","","hypothetical protein","2","2","1","4","11088","1","1307","","608","608","608","","","","","JIDLLDEG_02785","","MAOBNCNO_02698"
"group_12775","","IS6 family transposase IS26","2","2","1","4","5309","1","4372","","704","704","704","","","","","JIDLLDEG_05257","","MAOBNCNO_05142"
"group_12776","","IS6 family transposase IS26","2","2","1","4","5313","1","4360","","704","704","704","","","","","JIDLLDEG_05262","","MAOBNCNO_05147"
"group_12778","","IS6 family transposase IS26","2","2","1","4","5324","1","4390","","704","704","704","","","","","JIDLLDEG_05269","","MAOBNCNO_05154"
"group_1278","","hypothetical protein","2","2","1","4","9881","1","4578","","1073","1073","1073","POCPNIHP_00736","JKPFCNPL_01036","","","","",""
"group_12780","","hypothetical protein","2","2","1","4","1768","1","1681","","206","206","206","","","","PNIFCKEH_04613","","","MAOBNCNO_02576"
"group_12782","","hypothetical protein","2","2","1","4","2584","1","6114","","575","575","575","","JKPFCNPL_02285","","PNIFCKEH_01860","","",""
"group_12789","","IS200/IS605 family transposase ISShwo2","2","2","1","4","2015","1","381","","437","437","437","POCPNIHP_02110","JKPFCNPL_02514","","","","",""
"group_1279","","hypothetical protein","2","2","1","4","9899","1","4591","","1073","2153","1613","","","","PNIFCKEH_00457","","EJNDHMEK_01608",""
"group_12795","","IS481 family transposase ISErsp1","2","2","1","4","1654","1","1829","","1040","1040","1040","POCPNIHP_02955","JKPFCNPL_03314","","","","",""
"group_12796","","IS481 family transposase ISErsp1","2","2","1","4","12509","1","6982","","1040","1040","1040","POCPNIHP_03809","JKPFCNPL_04166","","","","",""
"group_12797","","IS481 family transposase ISErsp1","2","2","1","4","592","1","6193","","1040","1040","1040","POCPNIHP_04119","JKPFCNPL_04481","","","","",""
"group_12802","","hypothetical protein","2","2","1","4","752","1","776","","503","503","503","POCPNIHP_01187","JKPFCNPL_01489","","","","",""
"group_12803","","hypothetical protein","2","2","1","4","7571","1","606","","503","503","503","POCPNIHP_02146","JKPFCNPL_02550","","","","",""
"group_12804","","hypothetical protein","2","2","1","4","9782","1","4743","","503","503","503","POCPNIHP_03259","JKPFCNPL_03618","","","","",""
"group_12805","","hypothetical protein","2","2","1","4","1448","1","209","","503","503","503","","","","","JIDLLDEG_05098","","MAOBNCNO_04940"
"group_12806","","hypothetical protein","2","2","1","4","750","1","775","","503","503","503","","","","","JIDLLDEG_00293","","MAOBNCNO_00294"
"group_12808","","hypothetical protein","2","2","1","4","3539","1","2585","","503","503","503","","","","","JIDLLDEG_04832","","MAOBNCNO_04721"
"group_12809","","hypothetical protein","2","2","1","4","7817","1","316","","503","503","503","POCPNIHP_00479","JKPFCNPL_00775","","","","",""
"group_12810","","hypothetical protein","2","2","1","4","11092","1","1298","","503","503","503","POCPNIHP_02632","JKPFCNPL_03039","","","","",""
"group_12811","","hypothetical protein","2","2","1","4","12515","1","6966","","503","503","503","POCPNIHP_03819","JKPFCNPL_04177","","","","",""
"group_12812","","hypothetical protein","2","2","1","4","4228","1","8201","","503","503","503","POCPNIHP_04383","JKPFCNPL_04749","","","","",""
"group_12813","","hypothetical protein","2","2","1","4","10860","1","3559","","503","503","503","POCPNIHP_04861","JKPFCNPL_05228","","","","",""
"group_1282","","hypothetical protein","2","2","1","4","10774","1","3702","","257","257","257","","","","","JIDLLDEG_04451","","MAOBNCNO_04349"
"group_12821","","IS1 family transposase ISEic1","2","2","1","4","3498","1","748","","278","278","278","POCPNIHP_01021","JKPFCNPL_01321","","","","",""
"group_12827","","hypothetical protein","2","2","1","4","5483","1","2709","","503","503","503","","","","","JIDLLDEG_05294","","MAOBNCNO_05178"
"group_12829","","hypothetical protein","2","2","1","4","1698","1","1885","","251","251","251","","","","","JIDLLDEG_04793","","MAOBNCNO_04682"
"group_1283","","hypothetical protein","2","2","1","4","10824","1","3703","","308","308","308","POCPNIHP_00945","JKPFCNPL_01246","","","","",""
"group_12830","","hypothetical protein","2","2","1","4","172","1","6517","","257","257","257","POCPNIHP_01723","JKPFCNPL_02031","","","","",""
"group_12833","","IS3 family transposase ISKpn34","2","2","1","4","8599","1","5371","","824","824","824","","","","","JIDLLDEG_00962","","MAOBNCNO_00965"
"group_12834","","IS3 family transposase ISKpn34","2","2","1","4","11561","1","1593","","824","824","824","","","","","JIDLLDEG_02694","","MAOBNCNO_02607"
"group_12836","","IS3 family transposase ISKpn34","2","2","1","4","12733","1","7678","","824","824","824","","","","","JIDLLDEG_03699","","MAOBNCNO_03615"
"group_12837","","IS3 family transposase ISKpn34","2","2","1","4","11539","1","1616","","824","824","824","","","","","JIDLLDEG_05166","","MAOBNCNO_05052"
"group_12839","","IS3 family transposase IS1400","2","2","1","4","11365","1","1504","","611","611","611","","","","","JIDLLDEG_04535","","MAOBNCNO_04426"
"group_12841","","IS6 family transposase IS26","2","2","1","4","5318","1","4356","","545","545","545","POCPNIHP_05341","JKPFCNPL_05425","","","","",""
"group_12842","","hypothetical protein","2","2","1","4","8472","1","158","","1409","1409","1409","","","","","JIDLLDEG_03315","","MAOBNCNO_03225"
"group_12846","tnpA_4","ISDra2 transposase TnpA","2","2","1","4","10926","1","813","","440","440","440","POCPNIHP_04907","JKPFCNPL_05275","","","","",""
"group_12848","","IS21 family transposase IS1162","2","2","1","4","7134","1","5617","","1529","1529","1529","POCPNIHP_01936","JKPFCNPL_02244","","","","",""
"group_12849","","IS21 family transposase ISPpu7","2","2","1","4","3419","1","3011","","1508","1508","1508","POCPNIHP_02291","JKPFCNPL_02694","","","","",""
"group_1285","btuD_1","Iron(3+)-hydroxamate import ATP-binding protein FhuC","2","2","1","4","3838","12","34","","455","977","716","","","","PNIFCKEH_00075","","EJNDHMEK_01285",""
"group_12854","","hypothetical protein","2","2","1","4","2042","1","8899","","503","503","503","","","","","JIDLLDEG_03269","","MAOBNCNO_03179"
"fhuC","","Iron(3+)-hydroxamate import ATP-binding protein FhuC","2","2","1","4","3840","12","32","","455","455","455","POCPNIHP_01053","JKPFCNPL_01352","","","","",""
"group_12862","","hypothetical protein","2","2","1","4","11479","1","1544","","503","503","503","POCPNIHP_02682","JKPFCNPL_03088","","","","",""
"group_12863","","hypothetical protein","2","2","1","4","9767","1","4708","","503","503","503","POCPNIHP_03230","JKPFCNPL_03589","","","","",""
"group_12864","","hypothetical protein","2","2","1","4","10735","1","3918","","503","503","503","POCPNIHP_04827","JKPFCNPL_05195","","","","",""
"group_12866","","IS256 family transposase ISEc39","2","2","1","4","5155","1","6331","","1208","1208","1208","POCPNIHP_05078","JKPFCNPL_00504","","","","",""
"group_12867","","IS256 family transposase ISEc39","2","2","1","4","1462","1","1127","","1208","1208","1208","POCPNIHP_00442","JKPFCNPL_00738","","","","",""
"group_12868","","IS256 family transposase ISEc39","2","2","1","4","59","1","7887","","1208","1208","1208","POCPNIHP_01806","JKPFCNPL_02114","","","","",""
"group_12869","","IS256 family transposase ISEc39","2","2","1","4","6647","1","5654","","1208","1208","1208","POCPNIHP_01962","JKPFCNPL_02271","","","","",""
"group_12877","","hypothetical protein","2","2","1","4","1501","1","1940","","494","494","494","POCPNIHP_05118","JKPFCNPL_00463","","","","",""
"group_12886","","IS256 family transposase ISEc39","2","2","1","4","6642","1","5092","","1208","1208","1208","","","","","JIDLLDEG_02227","","MAOBNCNO_02222"
"group_12887","","IS256 family transposase ISEc39","2","2","1","4","8420","1","8973","","1208","1208","1208","","","","","JIDLLDEG_02340","","MAOBNCNO_02252"
"group_12888","","IS256 family transposase ISEc39","2","2","1","4","6884","1","5652","","1208","1208","1208","","","","","JIDLLDEG_03439","","MAOBNCNO_03348"
"group_12889","","IS256 family transposase ISEc39","2","2","1","4","9375","1","3848","","1208","1208","1208","","","","","JIDLLDEG_04006","","MAOBNCNO_03908"
"group_12892","","hypothetical protein","2","2","1","4","7608","1","652","","503","503","503","","","","","JIDLLDEG_05144","","MAOBNCNO_05030"
"group_12893","","hypothetical protein","2","2","1","4","1062","1","910","","503","503","503","","","","PNIFCKEH_01027","","","MAOBNCNO_05034"
"group_12896","","hypothetical protein","2","2","1","4","4893","1","2340","","503","503","503","","","","","JIDLLDEG_00061","","MAOBNCNO_00062"
"group_12898","","IS3 family transposase ISLad1","2","2","1","4","303","1","5365","","626","626","626","","","","","JIDLLDEG_00891","","MAOBNCNO_00896"
"group_12899","","IS3 family transposase ISLad1","2","2","1","4","8571","1","5377","","626","626","626","","","","","JIDLLDEG_00966","","MAOBNCNO_00969"
"group_12901","","IS3 family transposase ISLad1","2","2","1","4","4008","1","6836","","626","626","626","","","","","JIDLLDEG_04497","","MAOBNCNO_04396"
"group_12902","","IS1 family transposase ISEic1","2","2","1","4","5797","1","5066","","356","356","356","","","","","JIDLLDEG_02050","","MAOBNCNO_02046"
"group_12903","","IS1 family transposase ISEic1","2","2","1","4","9360","1","3869","","356","356","356","","","","","JIDLLDEG_04022","","MAOBNCNO_03924"
"group_12905","","IS1 family transposase ISEic1","2","2","1","4","2418","1","3568","","356","356","356","","","","PNIFCKEH_06418","JIDLLDEG_05148","",""
"group_12917","","hypothetical protein","2","2","1","4","1500","1","1939","","347","347","347","POCPNIHP_05117","JKPFCNPL_00464","","","","",""
"group_12920","","hypothetical protein","2","2","1","4","9915","1","4577","","182","182","182","POCPNIHP_00722","JKPFCNPL_01022","","","","",""
"group_12922","","hypothetical protein","2","2","1","4","4011","1","6842","","182","182","182","POCPNIHP_00896","JKPFCNPL_01197","","","","",""
"group_12928","","hypothetical protein","2","2","1","4","11831","1","6073","","182","182","182","POCPNIHP_02511","JKPFCNPL_02918","","","","",""
"group_12929","","hypothetical protein","2","2","1","4","625","1","6002","","182","182","182","POCPNIHP_04101","JKPFCNPL_04463","","","","",""
"group_12933","","hypothetical protein","2","2","1","4","5554","1","2689","","314","314","314","POCPNIHP_02062","JKPFCNPL_02465","","","","",""
"group_12934","","hypothetical protein","2","2","1","4","4354","1","5124","","314","314","314","POCPNIHP_02260","JKPFCNPL_02664","","","","",""
"group_12935","","hypothetical protein","2","2","1","4","11484","1","1559","","314","314","314","POCPNIHP_02695","JKPFCNPL_03101","","","","",""
"group_12938","","hypothetical protein","2","2","1","4","174","1","6527","","503","503","503","POCPNIHP_01721","JKPFCNPL_02029","","","","",""
"group_12939","","hypothetical protein","2","2","1","4","4693","1","5053","","503","503","503","POCPNIHP_05371","JKPFCNPL_05456","","","","",""
"group_12946","","IS3 family transposase ISLad1","2","2","1","4","9878","1","4605","","677","677","677","POCPNIHP_00724","JKPFCNPL_01024","","","","",""
"group_12947","","IS3 family transposase ISLad1","2","2","1","4","4009","1","6840","","677","677","677","POCPNIHP_00898","JKPFCNPL_01199","","","","",""
