strain,gene,start,end,type
ICMP5845,PNIFCKEH_02721,2029056,2029592,accessory
ICMP5845,PNIFCKEH_02722,2029604,2029924,accessory
ICMP5845,PNIFCKEH_02723,2029969,2030319,accessory
ICMP5845,PNIFCKEH_02724,2030319,2030438,accessory
ICMP5845,PNIFCKEH_02725,2030438,2031352,accessory
ICMP5845,PNIFCKEH_02726,2031460,2032911,accessory
ICMP5845,PNIFCKEH_02727,2032863,2033300,accessory
ICMP5845,PNIFCKEH_02728,2033395,2033679,accessory
ICMP5845,PNIFCKEH_02729,2033791,2035005,accessory
ICMP5845,PNIFCKEH_02730,2035053,2036963,accessory
ICMP5845,PNIFCKEH_02731,2036960,2037601,accessory
ICMP5845,PNIFCKEH_02732,2037906,2038307,accessory
ICMP5845,PNIFCKEH_02733,2038304,2038768,accessory
ICMP5845,PNIFCKEH_02734,2038891,2039361,accessory
ICMP5845,PNIFCKEH_02735,2039458,2039655,accessory
ICMP5845,PNIFCKEH_02736,2039706,2040071,accessory
ICMP5845,PNIFCKEH_02737,2040109,2040348,accessory
ICMP5845,PNIFCKEH_02738,2040592,2040753,accessory
ICMP5845,PNIFCKEH_02739,2041079,2041369,accessory
ICMP5845,PNIFCKEH_02740,2041475,2042095,accessory
ICMP5845,PNIFCKEH_02741,2042123,2042425,accessory
ICMP5845,PNIFCKEH_02742,2042409,2042786,accessory
ICMP5845,PNIFCKEH_02743,2042929,2044083,accessory
ICMP5845,PNIFCKEH_02744,2044276,2044638,accessory
ICMP5845,PNIFCKEH_02745,2044649,2045500,accessory
ICMP5845,PNIFCKEH_02746,2045516,2045716,accessory
ICMP5845,PNIFCKEH_02747,2046144,2046491,accessory
ICMP5845,PNIFCKEH_02748,2046491,2046646,accessory
ICMP5845,PNIFCKEH_02749,2046770,2047150,accessory
ICMP5845,PNIFCKEH_02750,2047163,2047519,accessory
ICMP5845,PNIFCKEH_02751,2047536,2048186,accessory
ICMP5845,PNIFCKEH_02752,2048186,2048431,accessory
ICMP5845,PNIFCKEH_02753,2048394,2049107,accessory
ICMP5845,PNIFCKEH_02754,2049264,2049419,accessory
ICMP5845,PNIFCKEH_02755,2049416,2050579,accessory
ICMP5845,PNIFCKEH_02756,2050591,2051004,accessory
ICMP5845,PNIFCKEH_02757,2051004,2052695,accessory
ICMP5845,PNIFCKEH_02758,2052688,2053848,accessory
ICMP5845,PNIFCKEH_02759,2053845,2054138,accessory
ICMP5845,PNIFCKEH_02760,2054125,2054235,accessory
ICMP5845,PNIFCKEH_02761,2054319,2054792,accessory
ICMP5845,PNIFCKEH_02762,2054812,2055084,accessory
ICMP5845,PNIFCKEH_02763,2055059,2055577,accessory
ICMP5845,PNIFCKEH_02764,2056058,2056420,accessory
ICMP5845,PNIFCKEH_02765,2056662,2057195,accessory
ICMP5845,PNIFCKEH_02766,2057387,2057998,accessory
ICMP5845,PNIFCKEH_02767,2058571,2058933,accessory
ICMP5845,PNIFCKEH_02768,2058956,2059588,accessory
ICMP5845,PNIFCKEH_02769,2060094,2060492,accessory
ICMP5845,PNIFCKEH_02770,2060492,2060908,accessory
ICMP5845,PNIFCKEH_02771,2060986,2061333,accessory
ICMP5845,PNIFCKEH_02772,2061330,2061467,accessory
ICMP5845,PNIFCKEH_02773,2061483,2062478,accessory
ICMP5845,PNIFCKEH_02774,2062447,2062944,accessory
ICMP5845,PNIFCKEH_02775,2062954,2063292,accessory
ICMP5845,PNIFCKEH_02776,2063289,2063513,accessory
ICMP5845,PNIFCKEH_02777,2063513,2064349,accessory
ICMP5845,PNIFCKEH_02778,2064372,2064764,accessory
ICMP5845,PNIFCKEH_02779,2064853,2065143,accessory
ICMP5845,PNIFCKEH_02780,2065158,2065247,accessory
ICMP5845,PNIFCKEH_02781,2065450,2065953,accessory
ICMP5845,PNIFCKEH_02782,2065956,2066543,accessory
ICMP5845,PNIFCKEH_02783,2066534,2067229,accessory
ICMP5845,PNIFCKEH_02784,2067317,2067943,accessory
ICMP5845,PNIFCKEH_02785,2067907,2068341,accessory
ICMP5845,PNIFCKEH_02786,2068839,2069462,accessory
ICMP5845,PNIFCKEH_02787,2069575,2070060,accessory
ICMP5845,PNIFCKEH_02788,2070123,2070431,accessory
ICMP5845,PNIFCKEH_02789,2070538,2070669,accessory
ICMP5845,PNIFCKEH_02790,2070643,2070951,accessory
ICMP5845,PNIFCKEH_02791,2070944,2071150,accessory
ICMP5845,PNIFCKEH_02792,2071160,2071819,accessory
ICMP5845,PNIFCKEH_02793,2071840,2072298,accessory
ICMP5845,PNIFCKEH_02794,2072594,2073151,accessory
ICMP5845,PNIFCKEH_02795,2073183,2073452,accessory
ICMP5845,PNIFCKEH_02796,2073415,2074140,accessory
ICMP5845,PNIFCKEH_02797,2074205,2074609,accessory
ICMP5845,PNIFCKEH_02798,2074606,2075577,accessory
ICMP5845,PNIFCKEH_02799,2075586,2076008,accessory
ICMP5845,PNIFCKEH_02800,2075966,2076547,accessory
ICMP5845,PNIFCKEH_02801,2076585,2076872,accessory
ICMP5845,PNIFCKEH_02802,2077117,2078289,accessory
ICMP5845,PNIFCKEH_02803,2079227,2080138,accessory
ICMP5845,PNIFCKEH_02804,2080258,2080719,accessory
ICMP5845,PNIFCKEH_02805,2080676,2081008,accessory
ICMP5845,PNIFCKEH_02806,2081183,2081416,accessory
ICMP5845,PNIFCKEH_02807,2081613,2081921,accessory
ICMP5845,PNIFCKEH_02808,2082001,2082201,accessory
ICMP5845,PNIFCKEH_02809,2082213,2082611,accessory
ICMP5845,PNIFCKEH_02810,2082759,2083712,accessory
ICMP5845,PNIFCKEH_02811,2083839,2084546,accessory
ICMP5845,PNIFCKEH_02812,2084718,2085089,accessory
ICMP5845,PNIFCKEH_02813,2085153,2085551,accessory
ICMP5845,PNIFCKEH_02814,2085672,2086778,accessory
ICMP5845,PNIFCKEH_02815,2087110,2087340,accessory
ICMP5845,PNIFCKEH_02816,2087451,2087690,accessory
ICMP5845,PNIFCKEH_02817,2087691,2087951,accessory
ICMP5845,PNIFCKEH_02818,2087957,2088349,accessory
ICMP5845,PNIFCKEH_02819,2089150,2089440,accessory
ICMP5845,PNIFCKEH_02820,2089448,2090152,accessory
ICMP5845,PNIFCKEH_02821,2090319,2090450,accessory
ICMP5845,PNIFCKEH_02822,2090661,2090936,accessory
ICMP5845,PNIFCKEH_02823,2091220,2091663,accessory
ICMP5845,PNIFCKEH_02824,2092620,2093711,accessory
ICMP5845,PNIFCKEH_02825,2093767,2094762,accessory
ICMP5845,PNIFCKEH_02826,2094797,2095138,accessory
ICMP5845,PNIFCKEH_02827,2095090,2095434,accessory
ICMP5845,PNIFCKEH_02828,2095693,2095800,accessory
ICMP5845,PNIFCKEH_02829,2095932,2096912,accessory
ICMP5845,PNIFCKEH_02830,2096915,2097289,accessory
ICMP5845,PNIFCKEH_02831,2097262,2097702,accessory
ICMP5845,PNIFCKEH_02832,2097808,2098887,accessory
ICMP5845,PNIFCKEH_02833,2098939,2099211,accessory
ICMP5845,PNIFCKEH_02834,2099174,2099770,accessory
ICMP5845,PNIFCKEH_02835,2099770,2100324,accessory
ICMP5845,PNIFCKEH_02836,2100476,2101195,accessory
ICMP5845,PNIFCKEH_02837,2101195,2101521,accessory
ICMP5845,PNIFCKEH_02838,2101587,2102306,accessory
ICMP5845,PNIFCKEH_02839,2102410,2103309,accessory
ICMP5845,PNIFCKEH_02840,2103555,2104670,accessory
ICMP5845,PNIFCKEH_02841,2104707,2105303,accessory
ICMP5845,PNIFCKEH_02842,2105334,2105462,accessory
ICMP5845,PNIFCKEH_02843,2105462,2105767,accessory
ICMP5845,PNIFCKEH_02844,2105755,2105883,accessory
ICMP5845,PNIFCKEH_02845,2105892,2106599,accessory
ICMP5845,PNIFCKEH_02846,2106614,2106955,accessory
ICMP5845,PNIFCKEH_02847,2106992,2107369,accessory
ICMP5845,PNIFCKEH_02848,2107324,2107608,accessory
ICMP5845,PNIFCKEH_02849,2107620,2108042,accessory
ICMP5845,PNIFCKEH_02850,2108042,2108605,accessory
ICMP5845,PNIFCKEH_02851,2108699,2109643,accessory
ICMP5845,PNIFCKEH_02852,2109727,2110458,accessory
ICMP5845,PNIFCKEH_02853,2110533,2110943,accessory
ICMP5845,PNIFCKEH_02854,2111350,2111817,accessory
ICMP5845,PNIFCKEH_02855,2111942,2112913,accessory
ICMP5845,PNIFCKEH_02856,2112910,2113338,accessory
ICMP5845,PNIFCKEH_02857,2113382,2113576,accessory
ICMP5845,PNIFCKEH_02858,2113754,2114095,accessory
ICMP5845,PNIFCKEH_02859,2114059,2114787,accessory
ICMP5845,PNIFCKEH_02860,2114738,2114902,accessory
ICMP5845,PNIFCKEH_02861,2115612,2116250,accessory
ICMP5845,PNIFCKEH_02862,2116207,2117148,accessory
ICMP5845,PNIFCKEH_02863,2117091,2117585,accessory
ICMP5845,PNIFCKEH_02864,2117752,2118687,accessory
ICMP5845,PNIFCKEH_02865,2118647,2118862,accessory
ICMP5845,PNIFCKEH_02866,2119786,2120337,accessory
ICMP5845,PNIFCKEH_02867,2120321,2121775,core
ICMP5845,PNIFCKEH_02868,2122295,2123104,accessory
ICMP5845,PNIFCKEH_02869,2123464,2124510,accessory
ICMP5845,PNIFCKEH_02870,2124533,2124775,accessory
ICMP5845,PNIFCKEH_02871,2124826,2125803,accessory
ICMP5845,PNIFCKEH_02872,2125779,2126207,accessory
ICMP5845,PNIFCKEH_02873,2126204,2126635,accessory
ICMP5845,PNIFCKEH_02874,2126632,2126856,accessory
ICMP5845,PNIFCKEH_02875,2127020,2127127,accessory
ICMP5845,PNIFCKEH_02876,2127165,2127626,accessory
ICMP5845,PNIFCKEH_02877,2127650,2128048,accessory
ICMP5845,PNIFCKEH_02878,2128127,2128567,accessory
ICMP5845,PNIFCKEH_02879,2128842,2129027,accessory
ICMP5845,PNIFCKEH_02880,2129063,2129452,accessory
ICMP5845,PNIFCKEH_02881,2129478,2129792,accessory
ICMP5845,PNIFCKEH_02882,2129870,2130343,accessory
ICMP5845,PNIFCKEH_02883,2130467,2130595,accessory
ICMP5845,PNIFCKEH_02884,2130625,2131158,accessory
ICMP5845,PNIFCKEH_02885,2131161,2131739,accessory
ICMP5845,PNIFCKEH_02886,2131815,2132132,accessory
ICMP5845,PNIFCKEH_02887,2132132,2132815,accessory
ICMP5845,PNIFCKEH_02888,2132816,2133013,accessory
ICMP5845,PNIFCKEH_02889,2133023,2133259,accessory
ICMP5845,PNIFCKEH_02890,2133256,2133810,accessory
ICMP5845,PNIFCKEH_02891,2133817,2134446,accessory
ICMP5845,PNIFCKEH_02892,2134410,2134898,accessory
ICMP5845,PNIFCKEH_02893,2134919,2135386,accessory
ICMP5845,PNIFCKEH_02894,2135386,2136147,accessory
ICMP5845,PNIFCKEH_02895,2136104,2136199,accessory
ICMP5845,PNIFCKEH_02896,2136199,2136402,accessory
ICMP5845,PNIFCKEH_02897,2136447,2136920,accessory
ICMP5845,PNIFCKEH_02898,2137052,2137795,accessory
ICMP5845,PNIFCKEH_02899,2137836,2138006,accessory
ICMP5845,PNIFCKEH_02900,2138140,2138493,accessory
ICMP5845,PNIFCKEH_02901,2138497,2138856,accessory
ICMP5845,PNIFCKEH_02902,2138866,2139837,accessory
ICMP5845,PNIFCKEH_02903,2139797,2140333,accessory
ICMP5845,PNIFCKEH_02904,2140333,2140512,accessory
ICMP5845,PNIFCKEH_02905,2140505,2141527,accessory
ICMP5845,PNIFCKEH_02906,2141524,2141991,accessory
ICMP5845,PNIFCKEH_02907,2142069,2142944,accessory
ICMP5845,PNIFCKEH_02908,2143338,2143889,accessory
ICMP5845,PNIFCKEH_02909,2144452,2144838,accessory
ICMP5845,PNIFCKEH_02910,2144839,2145444,accessory
ICMP5845,PNIFCKEH_02911,2145701,2145886,accessory
ICMP5845,PNIFCKEH_02912,2145883,2146167,accessory
ICMP5845,PNIFCKEH_02913,2146151,2146543,accessory
ICMP5845,PNIFCKEH_02914,2146552,2146935,accessory
ICMP5845,PNIFCKEH_02915,2147106,2147744,accessory
ICMP5845,PNIFCKEH_02916,2147814,2148527,accessory
ICMP5845,PNIFCKEH_02917,2148478,2149302,accessory
ICMP5845,PNIFCKEH_02918,2149302,2149874,accessory
ICMP5845,PNIFCKEH_02919,2150167,2150436,accessory
ICMP5845,PNIFCKEH_02920,2150457,2150681,accessory
ICMP5845,PNIFCKEH_02921,2150865,2151047,accessory
ICMP5845,PNIFCKEH_02922,2151167,2151292,accessory
ICMP5845,PNIFCKEH_02923,2151285,2151518,accessory
ICMP5845,PNIFCKEH_02924,2151508,2151672,accessory
ICMP5845,PNIFCKEH_02925,2151852,2152316,accessory
ICMP5845,PNIFCKEH_02926,2152438,2152881,accessory
ICMP5845,PNIFCKEH_02927,2152878,2153159,accessory
ICMP5845,PNIFCKEH_02928,2153235,2153390,accessory
ICMP5845,PNIFCKEH_02929,2153387,2153605,accessory
ICMP5845,PNIFCKEH_02930,2153610,2153942,accessory
ICMP5845,PNIFCKEH_02931,2154053,2154313,accessory
ICMP5845,PNIFCKEH_02932,2154315,2154929,accessory
ICMP5845,PNIFCKEH_02933,2154922,2155164,accessory
ICMP5845,PNIFCKEH_02934,2155388,2155684,accessory
ICMP5845,PNIFCKEH_02935,2155566,2156114,accessory
ICMP5845,PNIFCKEH_02936,2156117,2156680,accessory
ICMP5845,PNIFCKEH_02937,2156887,2157180,accessory
ICMP5845,PNIFCKEH_02938,2157569,2158099,accessory
ICMP5845,PNIFCKEH_02939,2158086,2158310,accessory
ICMP5845,PNIFCKEH_02940,2158373,2159212,accessory
ICMP5845,PNIFCKEH_02941,2159624,2160007,accessory
ICMP5845,PNIFCKEH_02942,2160322,2161047,accessory
ICMP5845,PNIFCKEH_02943,2161054,2161950,accessory
ICMP5845,PNIFCKEH_02944,2162146,2162805,accessory
ICMP5845,PNIFCKEH_02945,2163085,2164320,accessory
ICMP5845,PNIFCKEH_02946,2164530,2164769,accessory
ICMP5845,PNIFCKEH_02947,2164753,2165115,accessory
ICMP5845,PNIFCKEH_02948,2165151,2165396,accessory
ICMP5845,PNIFCKEH_02949,2165411,2165740,accessory
ICMP5845,PNIFCKEH_02950,2165928,2166488,accessory
ICMP5845,PNIFCKEH_02951,2166519,2167946,accessory
ICMP5845,PNIFCKEH_02952,2167915,2168868,accessory
ICMP5845,PNIFCKEH_02953,2169022,2170224,accessory
ICMP5845,PNIFCKEH_02954,2170239,2170466,accessory
ICMP5845,PNIFCKEH_02955,2170533,2170772,accessory
ICMP5845,PNIFCKEH_02956,2170821,2171078,accessory
ICMP5845,PNIFCKEH_02957,2171340,2171486,accessory
ICMP5845,PNIFCKEH_02958,2171887,2172399,accessory
ICMP5845,PNIFCKEH_02959,2172396,2172980,accessory
ICMP5845,PNIFCKEH_02960,2173056,2173442,accessory
ICMP5845,PNIFCKEH_02961,2173466,2174536,accessory
ICMP5845,PNIFCKEH_02962,2174587,2175108,accessory
ICMP5845,PNIFCKEH_02963,2175105,2176322,accessory
ICMP5845,PNIFCKEH_02964,2176609,2176899,accessory
ICMP5845,PNIFCKEH_02965,2177417,2178856,accessory
ICMP5845,PNIFCKEH_02966,2178898,2179011,accessory
ICMP5845,PNIFCKEH_02967,2179559,2179765,accessory
ICMP5845,PNIFCKEH_02968,2180169,2180672,accessory
ICMP5845,PNIFCKEH_02969,2180844,2181983,accessory
ICMP5845,PNIFCKEH_02970,2182031,2182306,accessory
ICMP5845,PNIFCKEH_02971,2182287,2182688,accessory
ICMP5845,PNIFCKEH_02972,2182798,2183316,accessory
ICMP5845,PNIFCKEH_02973,2183415,2184308,accessory
ICMP5845,PNIFCKEH_02974,2184377,2185054,accessory
ICMP5845,PNIFCKEH_02975,2185060,2185584,accessory
ICMP5845,PNIFCKEH_02976,2185523,2186776,accessory
ICMP5845,PNIFCKEH_02977,2187441,2188346,accessory
ICMP5845,PNIFCKEH_02978,2188356,2189876,accessory
ICMP5845,PNIFCKEH_02979,2190092,2190457,accessory
ICMP5845,PNIFCKEH_02980,2190421,2190630,accessory
ICMP5845,PNIFCKEH_02981,2191584,2191823,accessory
ICMP5845,PNIFCKEH_02982,2191795,2192208,accessory
ICMP5845,PNIFCKEH_02983,2192563,2192745,accessory
ICMP5845,PNIFCKEH_02984,2193225,2193728,accessory
ICMP5845,PNIFCKEH_02985,2193676,2193969,accessory
ICMP5845,PNIFCKEH_02986,2193962,2194669,accessory
ICMP5845,PNIFCKEH_02987,2194766,2194888,accessory
ICMP5845,PNIFCKEH_02988,2194965,2195588,accessory
ICMP5845,PNIFCKEH_02989,2196053,2196169,accessory
ICMP5845,PNIFCKEH_02990,2196124,2196612,accessory
ICMP5845,PNIFCKEH_02991,2196587,2197192,accessory
ICMP5845,PNIFCKEH_02992,2197189,2198109,accessory
ICMP5845,PNIFCKEH_02993,2198353,2198631,accessory
ICMP5845,PNIFCKEH_02994,2198787,2199485,accessory
ICMP5845,PNIFCKEH_02995,2199494,2200495,accessory
ICMP5845,PNIFCKEH_02996,2200582,2200821,accessory
ICMP5845,PNIFCKEH_02997,2200856,2201314,accessory
ICMP5845,PNIFCKEH_02998,2201304,2202266,accessory
ICMP5845,PNIFCKEH_02999,2202340,2202867,accessory
ICMP5845,PNIFCKEH_03000,2203228,2203746,accessory
ICMP5845,PNIFCKEH_03001,2203716,2204963,accessory
ICMP5845,PNIFCKEH_03002,2205860,2205988,accessory
ICMP5845,PNIFCKEH_03003,2206454,2207218,accessory
ICMP5845,PNIFCKEH_03004,2207460,2208332,accessory
ICMP5845,PNIFCKEH_03005,2208308,2209321,accessory
ICMP5845,PNIFCKEH_03006,2209293,2209631,accessory
ICMP5845,PNIFCKEH_03007,2209609,2210820,accessory
ICMP5845,PNIFCKEH_03008,2210911,2211270,accessory
ICMP5845,PNIFCKEH_03009,2211228,2211950,accessory
ICMP5845,PNIFCKEH_03010,2212037,2212267,accessory
ICMP5845,PNIFCKEH_03011,2212251,2212466,accessory
ICMP5845,PNIFCKEH_03012,2212634,2212846,accessory
ICMP5845,PNIFCKEH_03013,2212849,2213343,accessory
ICMP5845,PNIFCKEH_03014,2213505,2213876,accessory
ICMP5845,PNIFCKEH_03015,2213891,2214190,accessory
ICMP5845,PNIFCKEH_03016,2214867,2215391,accessory
ICMP5845,PNIFCKEH_03017,2215404,2216051,accessory
ICMP5845,PNIFCKEH_03018,2216018,2216731,accessory
ICMP5845,PNIFCKEH_03019,2216713,2217648,accessory
ICMP5845,PNIFCKEH_03020,2217830,2218711,accessory
ICMP5845,PNIFCKEH_03021,2218708,2219502,accessory
ICMP5845,PNIFCKEH_03022,2219499,2219666,accessory
ICMP5845,PNIFCKEH_03023,2219837,2220001,accessory
ICMP5845,PNIFCKEH_03024,2220257,2220697,accessory
ICMP5845,PNIFCKEH_03025,2221061,2221447,accessory
ICMP5845,PNIFCKEH_03026,2221490,2222734,accessory
ICMP5845,PNIFCKEH_03027,2222718,2223767,accessory
ICMP5845,PNIFCKEH_03028,2223760,2224596,accessory
ICMP5845,PNIFCKEH_03029,2224756,2225523,accessory
ICMP5845,PNIFCKEH_03030,2226185,2226634,accessory
ICMP5845,PNIFCKEH_03031,2226631,2227176,accessory
ICMP5845,PNIFCKEH_03032,2227209,2227595,accessory
ICMP5845,PNIFCKEH_03033,2227537,2227749,accessory
ICMP5845,PNIFCKEH_03034,2228224,2231592,accessory
ICMP5845,PNIFCKEH_03035,2231724,2232416,accessory
ICMP5845,PNIFCKEH_03036,2232416,2233474,accessory
ICMP5845,PNIFCKEH_03037,2233426,2233848,accessory
ICMP5845,PNIFCKEH_03038,2233845,2234609,accessory
ICMP5845,PNIFCKEH_03039,2234606,2236492,accessory
ICMP5845,PNIFCKEH_03040,2236444,2237655,accessory
ICMP5845,PNIFCKEH_03041,2237778,2238140,accessory
ICMP5845,PNIFCKEH_03042,2238137,2238778,accessory
ICMP5845,PNIFCKEH_03043,2238898,2239590,accessory
ICMP5845,PNIFCKEH_03044,2239590,2239982,accessory
ICMP5845,PNIFCKEH_03045,2240004,2240450,accessory
ICMP5845,PNIFCKEH_03046,2240447,2241151,accessory
ICMP5845,PNIFCKEH_03047,2241316,2242323,accessory
ICMP5845,PNIFCKEH_03048,2242320,2242658,accessory
ICMP5845,PNIFCKEH_03049,2242883,2244112,accessory
ICMP5845,PNIFCKEH_03051,2244480,2244998,accessory
ICMP5845,PNIFCKEH_03052,2244998,2245621,accessory
ICMP5845,PNIFCKEH_03053,2245675,2245986,accessory
ICMP5845,PNIFCKEH_03054,2245950,2246474,accessory
ICMP5845,PNIFCKEH_03055,2246633,2246917,accessory
ICMP5845,PNIFCKEH_03056,2246920,2248125,accessory
ICMP5845,PNIFCKEH_03057,2248336,2248533,accessory
ICMP5845,PNIFCKEH_03058,2248622,2249059,accessory
ICMP5845,PNIFCKEH_03059,2249506,2250231,accessory
ICMP5845,PNIFCKEH_03060,2250177,2250422,accessory
ICMP5845,PNIFCKEH_03061,2250473,2250868,accessory
ICMP5845,PNIFCKEH_03062,2250861,2251988,accessory
ICMP5845,PNIFCKEH_03063,2251995,2252759,accessory
ICMP5845,PNIFCKEH_03064,2252802,2253353,accessory
ICMP5845,PNIFCKEH_03065,2253350,2253586,accessory
ICMP5845,PNIFCKEH_03066,2253628,2254158,accessory
ICMP5845,PNIFCKEH_03067,2254349,2254804,accessory
ICMP5845,PNIFCKEH_03068,2255346,2255921,accessory
ICMP5845,PNIFCKEH_03069,2256473,2256796,accessory
ICMP5845,PNIFCKEH_03070,2256796,2257575,accessory
ICMP5845,PNIFCKEH_03071,2257597,2258046,accessory
ICMP5845,PNIFCKEH_03072,2258090,2259037,accessory
ICMP5845,PNIFCKEH_03073,2259061,2259648,accessory
ICMP5845,PNIFCKEH_03074,2260155,2260913,accessory
ICMP5845,PNIFCKEH_03075,2260910,2261497,accessory
ICMP5845,PNIFCKEH_03076,2261508,2261834,accessory
ICMP5845,PNIFCKEH_03077,2261831,2262844,accessory
ICMP5845,PNIFCKEH_03078,2262872,2264005,accessory
ICMP5845,PNIFCKEH_03079,2264229,2264999,accessory
ICMP5845,PNIFCKEH_03080,2265022,2265390,accessory
ICMP5845,PNIFCKEH_03081,2265362,2265904,accessory
ICMP5845,PNIFCKEH_03082,2265975,2266556,accessory
ICMP5845,PNIFCKEH_03083,2266553,2267119,accessory
ICMP5845,PNIFCKEH_03084,2267162,2267737,accessory
ICMP5845,PNIFCKEH_03085,2267706,2268401,accessory
ICMP5845,PNIFCKEH_03086,2268368,2269057,accessory
ICMP5845,PNIFCKEH_03087,2269579,2269812,accessory
ICMP5845,PNIFCKEH_03088,2269997,2270332,accessory
ICMP5845,PNIFCKEH_03089,2270499,2271332,accessory
ICMP5845,PNIFCKEH_03090,2271346,2273574,accessory
ICMP5845,PNIFCKEH_03091,2273555,2273773,accessory
ICMP5845,PNIFCKEH_03092,2273776,2274558,accessory
ICMP5845,PNIFCKEH_03093,2274769,2276451,core
ICMP5845,PNIFCKEH_03094,2276482,2277777,core
ICMP5845,PNIFCKEH_03095,2278012,2278803,accessory
ICMP5845,PNIFCKEH_03096,2278858,2279112,accessory
ICMP5845,PNIFCKEH_03097,2279163,2279840,accessory
ICMP5845,PNIFCKEH_03098,2279956,2280627,accessory
ICMP5845,PNIFCKEH_03099,2280644,2281006,accessory
ICMP5845,PNIFCKEH_03100,2281312,2281644,accessory
ICMP5845,PNIFCKEH_03101,2281635,2282675,accessory
ICMP5845,PNIFCKEH_03102,2282567,2282875,accessory
ICMP5845,PNIFCKEH_03103,2282974,2283102,accessory
ICMP5845,PNIFCKEH_03104,2283102,2284817,accessory
ICMP5845,PNIFCKEH_03105,2284830,2285534,accessory
ICMP5845,PNIFCKEH_03106,2285718,2285942,accessory
ICMP5845,PNIFCKEH_03107,2285996,2286178,accessory
ICMP5845,PNIFCKEH_03108,2286144,2286236,accessory
ICMP5845,PNIFCKEH_03109,2286562,2288079,accessory
ICMP5845,PNIFCKEH_03110,2288112,2288654,accessory
ICMP5845,PNIFCKEH_03111,2288648,2288893,accessory
ICMP5845,PNIFCKEH_03112,2288903,2289031,accessory
ICMP5845,PNIFCKEH_03113,2288983,2290329,accessory
ICMP5845,PNIFCKEH_03114,2290329,2290934,accessory
ICMP5845,PNIFCKEH_03115,2290990,2291310,accessory
ICMP5845,PNIFCKEH_03116,2291496,2291816,accessory
ICMP5845,PNIFCKEH_03117,2292056,2292535,accessory
ICMP5845,PNIFCKEH_03118,2292535,2293014,accessory
ICMP5845,PNIFCKEH_03119,2293014,2294063,accessory
ICMP5845,PNIFCKEH_03120,2294620,2295381,accessory
ICMP5845,PNIFCKEH_03121,2295375,2296001,accessory
ICMP5845,PNIFCKEH_03122,2296145,2297260,accessory
ICMP5845,PNIFCKEH_03123,2297311,2298306,accessory
ICMP5845,PNIFCKEH_03124,2299181,2301409,accessory
ICMP5845,PNIFCKEH_03125,2301478,2301741,accessory
ICMP5845,PNIFCKEH_03126,2301975,2302640,accessory
ICMP5845,PNIFCKEH_03127,2302823,2303254,accessory
ICMP5845,PNIFCKEH_03128,2303553,2303927,accessory
ICMP5845,PNIFCKEH_03129,2303937,2304095,accessory
ICMP5845,PNIFCKEH_03130,2304125,2304346,accessory
ICMP5845,PNIFCKEH_03131,2304470,2304679,accessory
ICMP5845,PNIFCKEH_03132,2304852,2305115,accessory
ICMP5845,PNIFCKEH_03133,2305148,2305414,accessory
ICMP5845,PNIFCKEH_03134,2305489,2305707,accessory
ICMP5845,PNIFCKEH_03135,2305682,2305975,accessory
ICMP5845,PNIFCKEH_03136,2306117,2306638,accessory
ICMP5845,PNIFCKEH_03137,2306659,2306952,accessory
ICMP5845,PNIFCKEH_03138,2307211,2307696,accessory
ICMP5845,PNIFCKEH_03139,2307605,2308837,accessory
ICMP5845,PNIFCKEH_03140,2309193,2310377,accessory
ICMP5845,PNIFCKEH_03143,2311136,2311711,accessory
ICMP5845,PNIFCKEH_03144,2311708,2311983,accessory
ICMP5845,PNIFCKEH_03145,2312063,2312422,accessory
ICMP5845,PNIFCKEH_03146,2313289,2313864,accessory
ICMP5845,PNIFCKEH_03147,2313827,2314144,accessory
ICMP5845,PNIFCKEH_03148,2314649,2315035,accessory
ICMP5845,PNIFCKEH_03149,2315032,2316060,accessory
ICMP5845,PNIFCKEH_03154,2318372,2318941,accessory
ICMP5845,PNIFCKEH_03155,2319134,2319634,accessory
ICMP5845,PNIFCKEH_03156,2319598,2319927,accessory
ICMP5845,PNIFCKEH_03157,2320365,2320721,accessory
ICMP5845,PNIFCKEH_03158,2320788,2320940,accessory
ICMP5845,PNIFCKEH_03159,2320937,2321290,core
ICMP5845,PNIFCKEH_03160,2321334,2321972,accessory
ICMP5845,PNIFCKEH_03161,2321996,2322595,accessory
ICMP5845,PNIFCKEH_03162,2322691,2323059,accessory
ICMP5845,PNIFCKEH_03163,2323277,2323534,core
ICMP5845,PNIFCKEH_03164,2323925,2324539,accessory
ICMP5845,PNIFCKEH_03165,2324557,2324895,accessory
ICMP5845,PNIFCKEH_03166,2325024,2325785,accessory
ICMP5845,PNIFCKEH_03167,2326415,2326921,accessory
ICMP5845,PNIFCKEH_03168,2326999,2329017,accessory
ICMP5845,PNIFCKEH_03169,2329019,2329177,accessory
ICMP5845,PNIFCKEH_03170,2329376,2330254,accessory
ICMP5845,PNIFCKEH_03171,2330548,2331543,accessory
ICMP5845,PNIFCKEH_03172,2331802,2332740,accessory
ICMP5845,PNIFCKEH_03173,2332636,2332899,accessory
ICMP5845,PNIFCKEH_03174,2332910,2333389,accessory
ICMP5845,PNIFCKEH_03175,2333524,2334213,accessory
ICMP5845,PNIFCKEH_03176,2334459,2334593,accessory
ICMP5845,PNIFCKEH_03177,2334768,2335646,accessory
